"","SurveyID","SurveyDate","StreamName","SpeciesAbbr","LiveTotal","RunYear"
"41",274721,"12/06/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",91,2010
"42",274727,"12/17/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"43",274728,"12/22/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",1,2010
"44",274729,"12/30/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"45",274767,"11/10/2010","Sky Slough A","CHUM",43,2010
"46",274765,"10/26/2010","Sky Slough A","CHUM",2,2010
"47",274766,"11/03/2010","Sky Slough A","CHUM",68,2010
"48",274768,"11/17/2010","Sky Slough A","CHUM",119,2010
"49",274768,"11/17/2010","Sky Slough A","COHO",2,2010
"50",274769,"12/01/2010","Sky Slough A","CHUM",6,2010
"51",274769,"12/01/2010","Sky Slough A","COHO",0,2010
"52",274770,"12/07/2010","Sky Slough A","CHUM",2,2010
"53",274771,"12/20/2010","Sky Slough A","CHUM",0,2010
"54",274771,"12/20/2010","Sky Slough A","COHO",1,2010
"55",274772,"01/06/2010","Sky Slough A","CHUM",0,2010
"56",274772,"01/06/2010","Sky Slough A","COHO",2,2009
"57",274782,"10/26/2010","Sky Slough B","CHUM",0,2010
"58",274783,"11/03/2010","Sky Slough B","CHUM",4,2010
"59",274784,"11/10/2010","Sky Slough B","CHUM",0,2010
"60",274785,"11/17/2010","Sky Slough B","CHUM",10,2010
"61",274785,"11/17/2010","Sky Slough B","COHO",7,2010
"62",274786,"12/01/2010","Sky Slough B","CHUM",12,2010
"63",274787,"12/07/2010","Sky Slough B","CHUM",0,2010
"64",274788,"12/20/2010","Sky Slough B","CHUM",1,2010
"65",274788,"12/20/2010","Sky Slough B","COHO",NA,2010
"66",274789,"01/06/2010","Sky Slough B","CHUM",0,2009
"67",274790,"10/26/2010","Sky Slough C","CHUM",0,2010
"68",274791,"11/03/2010","Sky Slough C","CHUM",4,2010
"69",274792,"11/10/2010","Sky Slough C","CHUM",0,2010
"70",274793,"11/17/2010","Sky Slough C","CHUM",3,2010
"71",274793,"11/17/2010","Sky Slough C","COHO",1,2010
"72",274794,"12/01/2010","Sky Slough C","CHUM",0,2010
"73",274795,"12/07/2010","Sky Slough C","CHUM",0,2010
"74",274796,"12/20/2010","Sky Slough C","CHUM",0,2010
"75",274797,"01/06/2010","Sky Slough C","CHUM",0,2009
"76",274805,"11/29/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"77",274806,"12/02/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",5,2010
"78",274807,"12/06/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",15,2010
"79",274808,"12/17/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"80",274809,"12/22/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"81",274810,"12/30/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"82",275488,"11/12/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",19,2010
"83",275490,"11/22/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",6,2010
"84",275492,"11/29/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"85",275496,"12/02/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"86",275497,"12/06/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"87",275498,"12/12/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2010
"88",275499,"12/17/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"89",275500,"12/22/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"90",275501,"12/30/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"91",275503,"11/08/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",70,2010
"92",275504,"11/12/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",39,2010
"93",275506,"11/22/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",62,2010
"94",275507,"11/29/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",8,2010
"95",275508,"12/02/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"96",275509,"12/06/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"97",275511,"12/12/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2010
"98",275512,"12/17/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",5,2010
"99",275513,"12/22/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"100",275514,"12/30/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"101",275518,"12/02/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",17,2010
"102",275519,"12/06/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",31,2010
"103",275521,"12/12/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2010
"104",275523,"12/17/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",1,2010
"105",275526,"12/22/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",3,2010
"106",275529,"12/30/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"107",275531,"12/02/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"108",275533,"12/06/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",1,2010
"109",275535,"12/12/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2010
"110",275536,"12/17/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"111",275537,"12/22/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"112",275538,"12/30/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"113",275539,"11/12/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",18,2010
"114",275540,"11/22/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",15,2010
"115",275541,"11/29/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",3,2010
"116",275542,"12/02/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",10,2010
"117",275543,"12/06/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",1,2010
"118",275544,"12/12/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2010
"119",275545,"12/17/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"120",275547,"12/22/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"121",275548,"12/30/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2010
"122",276530,"09/13/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2010
"123",276531,"09/16/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2010
"124",276532,"09/21/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"125",276533,"10/01/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2010
"126",276535,"10/07/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2010
"127",276539,"10/10/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"128",276541,"10/21/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",9,2010
"129",276542,"10/25/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"130",276546,"11/02/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"131",276547,"11/07/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"132",276549,"11/16/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"133",276554,"09/14/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",1,2010
"134",276556,"09/21/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"135",276558,"09/30/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",5,2010
"136",276560,"10/06/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",6,2010
"137",276562,"10/20/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",15,2010
"138",276564,"10/25/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"139",276565,"10/29/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",6,2010
"140",276567,"11/02/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"141",276568,"11/07/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"142",276569,"11/09/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2010
"143",276570,"11/16/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"144",276587,"09/16/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2010
"145",276588,"10/05/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"146",276589,"09/24/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2010
"147",276591,"10/18/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2010
"148",276685,"10/07/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",8,2010
"149",276689,"10/15/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"150",276693,"10/21/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"151",276695,"10/21/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"152",277003,"08/14/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2009
"153",277003,"08/14/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"154",277005,"08/28/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",3175,2009
"155",277005,"08/28/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"156",277007,"09/01/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",1192,2009
"157",277007,"09/01/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"158",277008,"09/16/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",30706,2009
"159",277008,"09/16/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"160",277009,"09/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",20040,2009
"161",277009,"09/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"162",277011,"09/29/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",18660,2009
"163",277011,"09/29/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"164",277013,"10/06/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",31385,2009
"165",277013,"10/06/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"166",277015,"10/13/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",33950,2009
"167",277015,"10/13/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",1,2009
"168",277017,"10/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",4220,2009
"169",277017,"10/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"170",277018,"08/14/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",2840,2009
"171",277018,"08/14/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",3,2009
"172",277021,"08/27/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2009
"173",277021,"08/27/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"174",277023,"09/02/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",11180,2009
"175",277023,"09/02/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",14,2009
"176",277028,"09/16/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",28408,2009
"177",277028,"09/16/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"178",277030,"09/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",19814,2009
"179",277030,"09/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",1,2009
"180",277031,"09/29/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",19393,2009
"181",277031,"09/29/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"182",277033,"10/06/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",34530,2009
"183",277033,"10/06/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",3,2009
"184",277035,"10/13/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",22670,2009
"185",277035,"10/13/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2009
"186",277037,"10/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",2320,2009
"187",277037,"10/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2009
"188",277040,"11/05/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",20,2009
"189",277040,"11/05/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2009
"190",277042,"09/04/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",115988,2009
"191",277042,"09/04/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",11,2009
"192",277043,"10/06/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",75000,2009
"193",277043,"10/06/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",28,2009
"194",277047,"09/03/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",199,2009
"195",277047,"09/03/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",11,2009
"196",277048,"09/18/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",19370,2009
"197",277048,"09/18/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",7,2009
"198",277050,"09/28/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",100000,2009
"199",277050,"09/28/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",75,2009
"200",277050,"09/28/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",150,2009
"201",277052,"10/05/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",25000,2009
"202",277052,"10/05/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",21,2009
"203",277054,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2009
"204",277054,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2009
"205",278018,"09/15/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"206",278026,"09/15/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"207",278033,"09/15/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"208",278039,"09/15/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"209",278043,"09/15/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"210",278049,"09/15/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"211",278050,"09/15/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"212",278054,"09/15/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"213",278069,"09/25/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"214",278070,"09/25/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"215",278071,"09/25/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"216",278075,"09/25/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"217",278077,"09/25/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"218",278080,"09/25/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"219",278082,"09/25/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"220",278085,"09/25/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"221",278095,"10/08/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"222",278097,"10/08/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"223",278101,"10/08/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"224",278106,"10/08/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"225",278110,"10/08/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"226",278113,"10/08/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"227",278115,"10/08/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"228",278117,"10/08/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"229",278126,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"230",278129,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"231",278133,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"232",278137,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"233",278140,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"234",278143,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"235",278144,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"236",278146,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"237",278438,"11/23/2009","Sky Slough A","CHUM",266,2009
"238",278432,"10/30/2009","Sky Slough A","CHUM",0,2009
"239",278440,"12/02/2009","Sky Slough A","CHUM",113,2009
"240",278443,"12/28/2009","Sky Slough A","CHUM",0,2009
"241",278443,"12/28/2009","Sky Slough A","COHO",1,2009
"242",278445,"01/08/2010","Sky Slough A","CHUM",0,2009
"243",278445,"01/08/2010","Sky Slough A","COHO",0,2009
"244",278447,"10/30/2009","Sky Slough B","CHUM",0,2009
"245",278448,"11/23/2009","Sky Slough B","CHUM",66,2009
"246",278450,"12/02/2009","Sky Slough B","CHUM",64,2009
"247",278453,"12/28/2009","Sky Slough B","CHUM",0,2009
"248",278453,"12/28/2009","Sky Slough B","COHO",1,2009
"249",278454,"01/08/2010","Sky Slough B","CHUM",0,2009
"250",278454,"01/08/2010","Sky Slough B","COHO",2,2009
"251",278455,"10/30/2009","Sky Slough C","CHUM",0,2009
"252",278458,"11/23/2009","Sky Slough C","CHUM",45,2009
"253",278461,"12/02/2009","Sky Slough C","CHUM",31,2009
"254",278463,"12/28/2009","Sky Slough C","CHUM",0,2009
"255",278465,"01/08/2010","Sky Slough C","CHUM",0,2009
"256",278478,"11/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2009
"257",278479,"11/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2009
"258",278479,"11/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",0,2009
"259",278480,"11/12/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",2,2009
"260",278481,"11/12/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",1,2009
"261",278484,"11/12/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",18,2009
"262",278484,"11/12/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",1,2009
"263",278503,"09/16/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",16,2009
"264",278522,"09/07/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"265",278524,"09/23/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",78,2009
"266",278536,"09/29/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",1,2009
"267",278539,"09/07/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"268",278541,"10/11/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"269",278543,"10/22/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"270",278551,"10/06/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",3,2009
"271",278557,"10/13/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",1,2009
"272",278560,"11/12/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",1,2009
"273",278598,"10/26/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"274",278638,"10/26/2009","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2009
"275",279519,"11/02/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
"276",279504,"07/15/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2010
"277",279506,"09/01/2010","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2010
